BTC_G_deg_Rob0,BTC_G_deg_Rob1,BTC_G_deg_Rob2,BTC_G_deg_Rob3
0.0,0.0,0.0,0.0
6.322533480000001,0.17108573,0.17576786,0.16312106999999998
